Ticket Key,Epic Key,Title,Description,Owner,Owner Lane,Estimate,Priority,Sprint,State,Area,Launch Critical,Action Type,Channel,Dependencies,Labels,Why,Scope,Out of Scope,Acceptance Criteria,Tests,Metrics,Rollback Note
ACT-120,ACT-EK,Structured logging,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-120
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 1
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: None

Why
Every launch lane needs auditable logs before debugging and ops work scale up.

Scope
- Add structured logs across API verifier payments and host pack
- Use stable event ids and reason fields
- Keep logs machine-readable

Out of Scope
- Free-form console logging
- Phase 1.5 analytics warehousing

Acceptance Criteria
- API verifier payments and host pack emit structured logs
- Logs use stable event ids and reason fields
- Logs are machine-readable

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,3,Highest,Sprint 1,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,,"launch-1,action-wallet,epic-k,lane-d,act-120,sprint-1,action-buy,action-cancel-recover,channel-internal",Every launch lane needs auditable logs before debugging and ops work scale up.,Add structured logs across API verifier payments and host pack | Use stable event ids and reason fields | Keep logs machine-readable,Free-form console logging | Phase 1.5 analytics warehousing,API verifier payments and host pack emit structured logs | Logs use stable event ids and reason fields | Logs are machine-readable,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-121,ACT-EK,Product analytics instrumentation,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-121
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 1
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-009, ACT-020, ACT-024

Why
The launch board needs instrumentation from the first staging build onward.

Scope
- Emit analytics for key launch events
- Map events to the launch metrics board
- Keep event names aligned with the event taxonomy

Out of Scope
- Long-tail growth analytics
- Experimentation platform work

Acceptance Criteria
- Key launch events emit analytics
- Events map to the launch metrics board
- Event names align with the event taxonomy

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,3,Highest,Sprint 1,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,"ACT-009,ACT-020,ACT-024","launch-1,action-wallet,epic-k,lane-d,act-121,sprint-1,action-buy,action-cancel-recover,channel-internal",The launch board needs instrumentation from the first staging build onward.,Emit analytics for key launch events | Map events to the launch metrics board | Keep event names aligned with the event taxonomy,Long-tail growth analytics | Experimentation platform work,Key launch events emit analytics | Events map to the launch metrics board | Event names align with the event taxonomy,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-122,ACT-EK,Ops dashboard,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-122
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 1
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-120, ACT-121

Why
The sprint review and launch gate both need one live board for product trust and ops metrics.

Scope
- Build the launch metrics board
- Show product trust and ops metrics
- Make the board review-ready from staging onward

Out of Scope
- Executive BI warehouse buildout
- Long-term revenue analytics

Acceptance Criteria
- Launch metrics board exists
- Product trust and ops metrics are shown
- Board is review-ready from staging onward

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,3,Highest,Sprint 1,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,"ACT-120,ACT-121","launch-1,action-wallet,epic-k,lane-d,act-122,sprint-1,action-buy,action-cancel-recover,channel-internal",The sprint review and launch gate both need one live board for product trust and ops metrics.,Build the launch metrics board | Show product trust and ops metrics | Make the board review-ready from staging onward,Executive BI warehouse buildout | Long-term revenue analytics,Launch metrics board exists | Product trust and ops metrics are shown | Board is review-ready from staging onward,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-123,ACT-EK,Sentry integration,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-123
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 1
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-010, ACT-020, ACT-070

Why
Frontend and backend crash visibility is the minimum bar for launch triage.

Scope
- Integrate Sentry on frontend and backend
- Tag launch-critical routes and handlers
- Surface environment-aware errors

Out of Scope
- Custom incident management platform
- Long-term issue triage automation

Acceptance Criteria
- Sentry is integrated on frontend and backend
- Launch-critical routes and handlers are tagged
- Errors are environment-aware

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,2,Highest,Sprint 1,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,"ACT-010,ACT-020,ACT-070","launch-1,action-wallet,epic-k,lane-d,act-123,sprint-1,action-buy,action-cancel-recover,channel-internal",Frontend and backend crash visibility is the minimum bar for launch triage.,Integrate Sentry on frontend and backend | Tag launch-critical routes and handlers | Surface environment-aware errors,Custom incident management platform | Long-term issue triage automation,Sentry is integrated on frontend and backend | Launch-critical routes and handlers are tagged | Errors are environment-aware,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-124,ACT-EK,Alerting,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-124
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 3
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-120, ACT-122, ACT-123

Why
Webhook, finalize, payment, host runtime, and dispute spikes need page-worthy alerting before launch.

Scope
- Alert on webhook failures
- Alert on finalize backlog payment mismatch host runtime spike and dispute spike
- Link alerts to runbooks

Out of Scope
- Predictive anomaly detection
- Broad non-launch alert catalog

Acceptance Criteria
- Alerts exist for webhook failures finalize backlog payment mismatch host runtime spike and dispute spike
- Alerts link to runbooks
- On-call can route from alert to action

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,3,Highest,Sprint 3,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,"ACT-120,ACT-122,ACT-123","launch-1,action-wallet,epic-k,lane-d,act-124,sprint-3,action-buy,action-cancel-recover,channel-internal","Webhook, finalize, payment, host runtime, and dispute spikes need page-worthy alerting before launch.",Alert on webhook failures | Alert on finalize backlog payment mismatch host runtime spike and dispute spike | Link alerts to runbooks,Predictive anomaly detection | Broad non-launch alert catalog,Alerts exist for webhook failures finalize backlog payment mismatch host runtime spike and dispute spike | Alerts link to runbooks | On-call can route from alert to action,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-125,ACT-EK,Synthetic smoke tests,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-125
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 4
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-090, ACT-122, ACT-123

Why
Launch needs repeated staged and prod-safe smoke coverage instead of one-time demos.

Scope
- Run synthetic smoke tests hourly against staging
- Run prod-safe smoke tests daily against prod
- Cover the core host approval receipt path

Out of Scope
- Full chaos testing
- Broad scenario matrix beyond launch path

Acceptance Criteria
- Synthetic smoke tests run hourly against staging
- Prod-safe smoke tests run daily against prod
- Core host approval receipt path is covered

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,3,Highest,Sprint 4,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,"ACT-090,ACT-122,ACT-123","launch-1,action-wallet,epic-k,lane-d,act-125,sprint-4,action-buy,action-cancel-recover,channel-internal",Launch needs repeated staged and prod-safe smoke coverage instead of one-time demos.,Run synthetic smoke tests hourly against staging | Run prod-safe smoke tests daily against prod | Cover the core host approval receipt path,Full chaos testing | Broad scenario matrix beyond launch path,Synthetic smoke tests run hourly against staging | Prod-safe smoke tests run daily against prod | Core host approval receipt path is covered,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-126,ACT-EK,Security review,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-126
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 3
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-010, ACT-012, ACT-015, ACT-032, ACT-043

Why
Approval links host auth replay handling and scope enforcement need a focused launch security pass.

Scope
- Review auth and session design
- Review approval links host auth replay attacks and scope mismatch handling
- Review CSRF and session boundaries

Out of Scope
- Full enterprise audit program
- Security work unrelated to launch flows

Acceptance Criteria
- Auth and session design is reviewed
- Approval links host auth replay and scope mismatch are reviewed
- CSRF and session boundaries are reviewed

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,3,Highest,Sprint 3,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,"ACT-010,ACT-012,ACT-015,ACT-032,ACT-043","launch-1,action-wallet,epic-k,lane-d,act-126,sprint-3,action-buy,action-cancel-recover,channel-internal",Approval links host auth replay handling and scope enforcement need a focused launch security pass.,Review auth and session design | Review approval links host auth replay attacks and scope mismatch handling | Review CSRF and session boundaries,Full enterprise audit program | Security work unrelated to launch flows,Auth and session design is reviewed | Approval links host auth replay and scope mismatch are reviewed | CSRF and session boundaries are reviewed,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-127,ACT-EK,Abuse controls,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-127
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 6
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-121, ACT-126

Why
The launch system needs bounded controls for repeated failures and suspicious host or payment behavior.

Scope
- Detect repeated failed approvals
- Detect suspicious host behavior
- Detect suspicious payment failures

Out of Scope
- Generic fraud platform
- Cross-product abuse scoring

Acceptance Criteria
- Repeated failed approvals are detected
- Suspicious host behavior is detected
- Suspicious payment failures are detected

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,3,Highest,Sprint 6,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,"ACT-121,ACT-126","launch-1,action-wallet,epic-k,lane-d,act-127,sprint-6,action-buy,action-cancel-recover,channel-internal",The launch system needs bounded controls for repeated failures and suspicious host or payment behavior.,Detect repeated failed approvals | Detect suspicious host behavior | Detect suspicious payment failures,Generic fraud platform | Cross-product abuse scoring,Repeated failed approvals are detected | Suspicious host behavior is detected | Suspicious payment failures are detected,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-128,ACT-EK,Kill switches,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-128
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 3
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-045, ACT-080

Why
The launch team needs fast containment controls at the host channel and action-type level.

Scope
- Add per-host kill switch
- Add per-channel kill switch
- Add per-action-type kill switch

Out of Scope
- Cross-product emergency policy system
- Soft warning-only controls

Acceptance Criteria
- Per-host kill switch exists
- Per-channel kill switch exists
- Per-action-type kill switch exists

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,2,Highest,Sprint 3,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,"ACT-045,ACT-080","launch-1,action-wallet,epic-k,lane-d,act-128,sprint-3,action-buy,action-cancel-recover,channel-internal",The launch team needs fast containment controls at the host channel and action-type level.,Add per-host kill switch | Add per-channel kill switch | Add per-action-type kill switch,Cross-product emergency policy system | Soft warning-only controls,Per-host kill switch exists | Per-channel kill switch exists | Per-action-type kill switch exists,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-129,ACT-EK,Backup / restore drill,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-129
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 6
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-120

Why
Launch reliability is not credible without a rehearsal for state and artifact metadata recovery.

Scope
- Drill DB backup and restore
- Drill artifact metadata recovery
- Record restore timing and gaps

Out of Scope
- Cross-region disaster recovery buildout
- Full archival retention project

Acceptance Criteria
- DB backup and restore drill is run
- Artifact metadata recovery drill is run
- Restore timing and gaps are recorded

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,2,Highest,Sprint 6,Backlog,"Observability, security, and reliability",true,"buy,cancel/recover",internal,ACT-120,"launch-1,action-wallet,epic-k,lane-d,act-129,sprint-6,action-buy,action-cancel-recover,channel-internal",Launch reliability is not credible without a rehearsal for state and artifact metadata recovery.,Drill DB backup and restore | Drill artifact metadata recovery | Record restore timing and gaps,Cross-region disaster recovery buildout | Full archival retention project,DB backup and restore drill is run | Artifact metadata recovery drill is run | Restore timing and gaps are recorded,"unit: logging and metric emitters | integration: dashboards, alerts, and kill switches | smoke: staged incident drills",incident count | webhook failure rate | queue delay | p95 approval page load,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-130,ACT-EL,Narrative reset docs,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-130
Epic: Docs, launch, and support
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 0
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw, internal
Dependencies: ACT-001, ACT-002, ACT-004, ACT-005, ACT-006

Why
The repo narrative has to match the host-first Action Wallet before execution work fans out.

Scope
- Rewrite README PRD and launch docs around the host-first Action Wallet
- Lock the v1 scope and non-goals in docs
- Remove contradictory messaging from launch docs

Out of Scope
- Marketing site redesign
- Phase 1.5 narrative work

Acceptance Criteria
- README PRD and launch docs match the host-first Action Wallet
- V1 scope and non-goals are locked in docs
- Contradictory launch messaging is removed

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,2,High,Sprint 0,Ready,"Docs, launch, and support",true,"buy,cancel/recover","platform,Claude MCP,OpenClaw,internal","ACT-001,ACT-002,ACT-004,ACT-005,ACT-006","launch-1,action-wallet,epic-l,lane-d,act-130,sprint-0,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw,channel-internal",The repo narrative has to match the host-first Action Wallet before execution work fans out.,Rewrite README PRD and launch docs around the host-first Action Wallet | Lock the v1 scope and non-goals in docs | Remove contradictory messaging from launch docs,Marketing site redesign | Phase 1.5 narrative work,README PRD and launch docs match the host-first Action Wallet | V1 scope and non-goals are locked in docs | Contradictory launch messaging is removed,integration: docs examples and links | smoke: onboarding kit walkthrough | manual: launch and support review,install-to-first-approval time | approval completion rate | repeat host usage,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-131,ACT-EL,API reference docs,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-131
Epic: Docs, launch, and support
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw, internal
Dependencies: ACT-035, ACT-094, ACT-095

Why
Design partners need one public reference for the launch API after the host pack stabilizes.

Scope
- Publish public developer API docs
- Cover auth idempotency and the launch lifecycle
- Keep examples aligned with the SDKs

Out of Scope
- Docs for Phase 1.5 endpoints
- General platform docs beyond launch API

Acceptance Criteria
- Public API docs are published
- Auth idempotency and launch lifecycle are covered
- Examples align with the SDKs

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,2,High,Sprint 5,Backlog,"Docs, launch, and support",true,"buy,cancel/recover","platform,Claude MCP,OpenClaw,internal","ACT-035,ACT-094,ACT-095","launch-1,action-wallet,epic-l,lane-d,act-131,sprint-6,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw,channel-internal",Design partners need one public reference for the launch API after the host pack stabilizes.,Publish public developer API docs | Cover auth idempotency and the launch lifecycle | Keep examples aligned with the SDKs,Docs for Phase 1.5 endpoints | General platform docs beyond launch API,Public API docs are published | Auth idempotency and launch lifecycle are covered | Examples align with the SDKs,integration: docs examples and links | smoke: onboarding kit walkthrough | manual: launch and support review,install-to-first-approval time | approval completion rate | repeat host usage,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
ACT-132,ACT-EL,Approval UX copy,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-132
Epic: Docs, launch, and support
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-072, ACT-073

Why
Approval pages need plain language or users will not understand what they are authorizing.

Scope
- Write non-technical approval copy
- Clarify host action scope evidence and spend language
- Reduce ambiguity on standing rule creation

Out of Scope
- Brand refresh work
- Localization

Acceptance Criteria
- Approval copy is non-technical
- Scope evidence and spend language is clear
- Standing rule creation language is unambiguous

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,1,High,Sprint 5,Backlog,"Docs, launch, and support",true,"buy,cancel/recover",platform,"ACT-072,ACT-073","launch-1,action-wallet,epic-l,lane-d,act-132,sprint-6,action-buy,action-cancel-recover,channel-platform",Approval pages need plain language or users will not understand what they are authorizing.,Write non-technical approval copy | Clarify host action scope evidence and spend language | Reduce ambiguity on standing rule creation,Brand refresh work | Localization,Approval copy is non-technical | Scope evidence and spend language is clear | Standing rule creation language is unambiguous,integration: docs examples and links | smoke: onboarding kit walkthrough | manual: launch and support review,install-to-first-approval time | approval completion rate | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-133,ACT-EL,Receipt UX copy,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-133
Epic: Docs, launch, and support
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-075, ACT-066

Why
Receipts need confidence-building copy that explains what happened without hiding the proof.

Scope
- Write plain-language receipt copy
- Clarify completion evidence and settlement language
- Keep dispute entry language clear

Out of Scope
- Printable marketing collateral
- Localization

Acceptance Criteria
- Receipt copy is plain-language
- Completion evidence and settlement language is clear
- Dispute entry language is clear

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,1,High,Sprint 5,Backlog,"Docs, launch, and support",true,"buy,cancel/recover",platform,"ACT-075,ACT-066","launch-1,action-wallet,epic-l,lane-d,act-133,sprint-6,action-buy,action-cancel-recover,channel-platform",Receipts need confidence-building copy that explains what happened without hiding the proof.,Write plain-language receipt copy | Clarify completion evidence and settlement language | Keep dispute entry language clear,Printable marketing collateral | Localization,Receipt copy is plain-language | Completion evidence and settlement language is clear | Dispute entry language is clear,integration: docs examples and links | smoke: onboarding kit walkthrough | manual: launch and support review,install-to-first-approval time | approval completion rate | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-134,ACT-EL,Dispute flow copy,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-134
Epic: Docs, launch, and support
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-076, ACT-084

Why
Users need clear expectations on dispute timing, evidence, and likely next steps.

Scope
- Write dispute open and status copy
- Set expectations on review timing
- Clarify evidence requests and outcomes

Out of Scope
- Legal policy drafting beyond launch copy
- Localization

Acceptance Criteria
- Dispute open and status copy exists
- Review timing expectations are set
- Evidence requests and outcomes are clear

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Lane B,Lane B - Frontend/product surfaces,1,High,Sprint 5,Backlog,"Docs, launch, and support",true,"buy,cancel/recover",platform,"ACT-076,ACT-084","launch-1,action-wallet,epic-l,lane-d,act-134,sprint-6,action-buy,action-cancel-recover,channel-platform","Users need clear expectations on dispute timing, evidence, and likely next steps.",Write dispute open and status copy | Set expectations on review timing | Clarify evidence requests and outcomes,Legal policy drafting beyond launch copy | Localization,Dispute open and status copy exists | Review timing expectations are set | Evidence requests and outcomes are clear,integration: docs examples and links | smoke: onboarding kit walkthrough | manual: launch and support review,install-to-first-approval time | approval completion rate | repeat host usage,Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.
ACT-135,ACT-EL,Support macros,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-135
Epic: Docs, launch, and support
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-084, ACT-054, ACT-067, ACT-043

Why
Support needs consistent macro responses for the top launch failure modes.

Scope
- Create macros for refund denied dispute insufficient evidence and grant mismatch
- Keep macros tied to actual product states
- Make macros operator-ready

Out of Scope
- General CRM buildout
- Support bot automation

Acceptance Criteria
- Macros exist for refund denied dispute insufficient evidence and grant mismatch
- Macros tie to actual product states
- Macros are operator-ready

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Lane D,Lane D - Quality/ops/security,2,High,Sprint 5,Backlog,"Docs, launch, and support",true,"buy,cancel/recover",internal,"ACT-084,ACT-054,ACT-067,ACT-043","launch-1,action-wallet,epic-l,lane-d,act-135,sprint-6,action-buy,action-cancel-recover,channel-internal",Support needs consistent macro responses for the top launch failure modes.,Create macros for refund denied dispute insufficient evidence and grant mismatch | Keep macros tied to actual product states | Make macros operator-ready,General CRM buildout | Support bot automation,Macros exist for refund denied dispute insufficient evidence and grant mismatch | Macros tie to actual product states | Macros are operator-ready,integration: docs examples and links | smoke: onboarding kit walkthrough | manual: launch and support review,install-to-first-approval time | approval completion rate | repeat host usage,Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.
