Title,Description,Priority,Status,Assignee,Labels,Estimate
ACT-065 Receipt generator,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-065
Epic: Evidence and verification
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 2
Area: Evidence and verification
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-005, ACT-063, ACT-064

Why
Completion needs one machine-readable receipt generator bound to the locked launch objects.

Scope
- Create final receipt objects
- Bind receipts to approval grant evidence settlement and dispute state
- Persist deterministic receipt hashes

Out of Scope
- Human-only email confirmations
- Receipts that omit launch bindings

Acceptance Criteria
- Final receipt objects are created
- Receipts bind to approval grant evidence settlement and dispute state
- Deterministic receipt hashes are persisted

Tests
- unit: verifier rules and schemas
- integration: upload to finalize path
- smoke: receipt issuance and insufficiency path

Metrics
- receipt coverage
- evidence insufficiency rate
- verifier fail rate

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Highest,Backlog,,"launch-1,action-wallet,epic-f,lane-a,act-065,sprint-2,action-buy,action-cancel-recover,channel-platform",3
ACT-066 Human-readable receipt page,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-066
Epic: Evidence and verification
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 2
Area: Evidence and verification
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-065

Why
Non-technical users need a clear hosted receipt view without reading raw protocol objects.

Scope
- Render a hosted receipt summary
- Show core evidence and settlement status in plain language
- Link to dispute entry

Out of Scope
- Printable invoice features
- Custom branded receipt themes

Acceptance Criteria
- Hosted receipt summary exists
- Evidence and settlement status are plain-language
- Receipt links to dispute entry

Tests
- unit: verifier rules and schemas
- integration: upload to finalize path
- smoke: receipt issuance and insufficiency path

Metrics
- receipt coverage
- evidence insufficiency rate
- verifier fail rate

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Highest,Backlog,,"launch-1,action-wallet,epic-f,lane-a,act-066,sprint-2,action-buy,action-cancel-recover,channel-platform",2
ACT-067 Evidence insufficiency UX,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-067
Epic: Evidence and verification
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 2
Area: Evidence and verification
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-064, ACT-066

Why
Insufficient evidence must tell hosts and operators exactly what is missing or rescue will become guesswork.

Scope
- Show missing evidence requirements
- Expose insufficiency reasons in product and operator views
- Guide resubmission path

Out of Scope
- Open-ended support messaging
- Auto-generated evidence outside launch schema

Acceptance Criteria
- Missing evidence is shown explicitly
- Insufficiency reasons surface in product and operator views
- Resubmission guidance exists

Tests
- unit: verifier rules and schemas
- integration: upload to finalize path
- smoke: receipt issuance and insufficiency path

Metrics
- receipt coverage
- evidence insufficiency rate
- verifier fail rate

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Highest,Backlog,,"launch-1,action-wallet,epic-f,lane-a,act-067,sprint-2,action-buy,action-cancel-recover,channel-platform",2
ACT-068 Operator verifier override,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-068
Epic: Evidence and verification
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 2
Area: Evidence and verification
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-064, ACT-080

Why
Some launch runs will need a bounded human override path with audit notes.

Scope
- Allow operator override on verifier result
- Require an audit note on override
- Record override actor and time

Out of Scope
- Silent verifier overrides
- Override paths without operator auth

Acceptance Criteria
- Operators can override verifier result
- Override requires an audit note
- Override actor and time are recorded

Tests
- unit: verifier rules and schemas
- integration: upload to finalize path
- smoke: receipt issuance and insufficiency path

Metrics
- receipt coverage
- evidence insufficiency rate
- verifier fail rate

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Highest,Backlog,,"launch-1,action-wallet,epic-f,lane-a,act-068,sprint-2,action-buy,action-cancel-recover,channel-platform",2
ACT-069 Replay/debug view,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-069
Epic: Evidence and verification
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 2
Area: Evidence and verification
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-061, ACT-063, ACT-082

Why
Internal run debugging needs a compact evidence timeline instead of raw log spelunking.

Scope
- Show internal-only evidence timeline
- Link submitted artifacts and verifier decisions
- Support operator debugging and replay checks

Out of Scope
- Public debug access
- Full replay tooling beyond launch need

Acceptance Criteria
- Internal evidence timeline exists
- Artifacts and verifier decisions are linked
- View supports operator debugging

Tests
- unit: verifier rules and schemas
- integration: upload to finalize path
- smoke: receipt issuance and insufficiency path

Metrics
- receipt coverage
- evidence insufficiency rate
- verifier fail rate

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Highest,Backlog,,"launch-1,action-wallet,epic-f,lane-a,act-069,sprint-2,action-buy,action-cancel-recover,channel-platform",2
ACT-070 /wallet,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-070
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 1
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-040, ACT-014

Why
The wallet is the main user surface for caps, payment methods, rules, and trusted hosts.

Scope
- Show payment methods
- Show standing rules
- Show trusted hosts and default caps

Out of Scope
- Enterprise admin settings
- Phase 1.5 connectors

Acceptance Criteria
- Wallet shows payment methods
- Wallet shows standing rules and trusted hosts
- Wallet shows default caps

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-070,sprint-1,action-buy,action-cancel-recover,channel-platform",5
ACT-071 /approvals,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-071
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 1
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-022, ACT-023

Why
Users need one inbox for pending hosted approvals across external hosts.

Scope
- Show pending approval inbox
- Support approval deep links and resume state
- Keep inbox state aligned with approval records

Out of Scope
- Notification center beyond approvals
- Operator-only approval triage

Acceptance Criteria
- Approval inbox shows pending requests
- Deep links and resume state work
- Inbox state matches approval records

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-071,sprint-1,action-buy,action-cancel-recover,channel-platform",3
ACT-072 Approval detail page,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-072
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 1
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-023, ACT-040, ACT-042

Why
Approval decisions will be unsafe unless the page clearly explains scope and evidence expectations.

Scope
- Show host action vendor or domain spend cap time window undo or dispute path and evidence required
- Render one readable approval summary
- Bind the page to the wallet envelope

Out of Scope
- Long-form educational content
- Per-host custom approval layouts

Acceptance Criteria
- Approval page shows host action vendor or domain spend cap time window undo or dispute path and evidence required
- The summary is readable
- The page binds to the wallet envelope

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-072,sprint-1,action-buy,action-cancel-recover,channel-platform",3
ACT-073 Approval decision UX,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-073
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 1
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-024, ACT-072, ACT-041

Why
The decision surface must make approve once, deny, and standing rule creation explicit without widening scope.

Scope
- Support approve once
- Support deny
- Support allowed standing rule creation

Out of Scope
- Bulk approvals
- Rule creation outside launch action types

Acceptance Criteria
- Users can approve once
- Users can deny
- Users can create a standing rule when allowed

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-073,sprint-1,action-buy,action-cancel-recover,channel-platform",3
ACT-074 /receipts,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-074
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-065

Why
Users need a durable receipt vault after launch actions complete.

Scope
- List receipts
- Support basic filtering by state
- Link into receipt detail

Out of Scope
- Advanced receipt search
- Export workflows beyond launch

Acceptance Criteria
- Receipt list exists
- Basic filtering by state works
- Receipt detail links are present

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-074,sprint-2,action-buy,action-cancel-recover,channel-platform",3
ACT-075 Receipt detail page,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-075
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-065, ACT-066

Why
The launch trust story depends on a readable receipt page with evidence and settlement state.

Scope
- Show readable summary
- Show linked artifacts
- Show settlement state and dispute button

Out of Scope
- Printable invoices
- Multi-language receipt copy

Acceptance Criteria
- Receipt detail shows a readable summary
- Linked artifacts are visible
- Settlement state and dispute button are present

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-075,sprint-2,action-buy,action-cancel-recover,channel-platform",3
ACT-076 /disputes,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-076
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-029, ACT-030

Why
Users need one place to open and track disputes after completion.

Scope
- Create disputes from the web surface
- Show dispute timeline and status
- Link back to receipt context

Out of Scope
- Arbitration admin tools
- Support inbox features beyond disputes

Acceptance Criteria
- Users can create disputes
- Dispute timeline and status are visible
- Disputes link back to receipt context

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-076,sprint-2,action-buy,action-cancel-recover,channel-platform",3
ACT-077 /integrations,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-077
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-014, ACT-016, ACT-031

Why
Users need visibility into connected hosts and a direct revocation path.

Scope
- List connected hosts
- Show install status
- Support host revocation actions

Out of Scope
- Open marketplace discovery
- Connector management beyond launch hosts

Acceptance Criteria
- Connected hosts are listed
- Install status is shown
- Users can revoke a host

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-077,sprint-2,action-buy,action-cancel-recover,channel-platform",2
ACT-078 Product emails,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-078
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-010, ACT-024, ACT-028, ACT-030

Why
Email is the lowest-friction path to pull users back into approvals, receipts, and disputes.

Scope
- Send sign-in email
- Send approval requested email
- Send receipt issued and dispute update emails

Out of Scope
- General inbox sync
- Marketing automation

Acceptance Criteria
- Sign-in email exists
- Approval requested email exists
- Receipt issued and dispute update emails exist

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-078,sprint-3,action-buy,action-cancel-recover,channel-platform",2
ACT-079 Error and blocked-state pages,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-079
Epic: Consumer web surfaces
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Consumer web surfaces
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-012, ACT-043, ACT-057

Why
Users need clear blocked states when approval links expire, grants are revoked, or verification fails.

Scope
- Show expired link page
- Show revoked grant and verification failure states
- Show unsupported host messaging

Out of Scope
- Custom states for out-of-scope Phase 1.5 channels
- Rich troubleshooting wizards

Acceptance Criteria
- Expired link page exists
- Revoked grant and verification failure states exist
- Unsupported host messaging exists

Tests
- unit: route state and component behavior
- integration: page to API wiring
- smoke: hosted user journey

Metrics
- approval completion rate
- approval-to-completion conversion
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-g,lane-b,act-079,sprint-3,action-buy,action-cancel-recover,channel-platform",2
ACT-080 Operator auth and RBAC,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-080
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-010, ACT-011

Why
Operator actions must be role-bound before rescue, refund, or dispute workflows go live.

Scope
- Define support ops and admin roles
- Protect operator routes and APIs
- Enforce role checks on rescue actions

Out of Scope
- Enterprise audit integrations
- Attribute-based policy authoring

Acceptance Criteria
- Support ops and admin roles exist
- Operator routes and APIs are protected
- Rescue actions enforce role checks

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-h,lane-b,act-080,sprint-2,action-buy,action-cancel-recover,channel-internal",3
ACT-081 Queue dashboard,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-081
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-080, ACT-064, ACT-056, ACT-029

Why
Operators need one dashboard for the queues that block launch reliability.

Scope
- Show pending verification queue
- Show insufficient evidence payment failure disputes and host integration failure queues
- Expose queue counts and drill-ins

Out of Scope
- Agent roster management
- General BI dashboards

Acceptance Criteria
- Pending verification queue is shown
- Insufficient evidence payment failure disputes and host integration failure queues are shown
- Queue counts and drill-ins are available

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-h,lane-b,act-081,sprint-2,action-buy,action-cancel-recover,channel-internal",3
ACT-082 Run detail page,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-082
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-020, ACT-024, ACT-025, ACT-026, ACT-027, ACT-059

Why
Rescue and dispute handling both need one run detail view with the full launch chain.

Scope
- Show intent approvals grant evidence verifier result settlement and audit log
- Bind all launch objects into one detail view
- Support operator inspection without raw DB queries

Out of Scope
- Public consumer detail view replacement
- Cross-run reporting

Acceptance Criteria
- Run detail shows intent approvals grant evidence verifier result settlement and audit log
- Launch objects are bound into one view
- Operators can inspect without raw DB queries

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-h,lane-b,act-082,sprint-2,action-buy,action-cancel-recover,channel-internal",3
ACT-083 Rescue actions,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-083
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-080, ACT-082, ACT-045, ACT-054

Why
Launch trust depends on operators being able to pause, retry, revoke, refund, and quarantine without engineering intervention.

Scope
- Support retry finalize request more evidence pause revoke refund resolve dispute and quarantine host actions
- Audit every rescue action
- Expose state changes back to queues and run detail

Out of Scope
- Invisible human fulfillment
- Free-form backdoor state edits

Acceptance Criteria
- Operators can retry finalize request more evidence pause revoke refund resolve disputes and quarantine hosts
- Every rescue action is audited
- Queue and run detail state updates correctly

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-h,lane-b,act-083,sprint-2,action-buy,action-cancel-recover,channel-internal",5
ACT-084 Dispute queue,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-084
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 2
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-080, ACT-029, ACT-030

Why
Operators need a dedicated queue to triage and resolve disputes on time.

Scope
- List and search dispute cases
- Support triage and resolution steps
- Link dispute records to receipts and runs

Out of Scope
- Arbitration billing workflows
- Cross-tenant case analytics

Acceptance Criteria
- Dispute cases can be listed and searched
- Operators can triage and resolve cases
- Disputes link to receipts and runs

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-h,lane-b,act-084,sprint-2,action-buy,action-cancel-recover,channel-internal",3
ACT-085 Execution path health panel,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-085
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-081

Why
Launch still needs visible failure rates across host callbacks, providers, and verification paths even when Nooterra is not the executor.

Scope
- Track failure rates by host runtime verification path and provider touchpoint
- Show health trends and recent incidents
- Link to rescue and quarantine controls

Out of Scope
- Marketplace reputation scoring
- Provider procurement analytics

Acceptance Criteria
- Failure rates are tracked by host runtime verification path and provider touchpoint
- Health trends and recent incidents are shown
- Panel links to rescue and quarantine controls

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-h,lane-b,act-085,sprint-3,action-buy,action-cancel-recover,channel-internal",2
ACT-086 Audit feed,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-086
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-080, ACT-083, ACT-068

Why
Launch rescue and override actions need one append-only feed for audit and support review.

Scope
- Record all operator actions
- Show actor action time and note metadata
- Filter the feed by run or dispute

Out of Scope
- External compliance exports
- Long-term retention tooling

Acceptance Criteria
- All operator actions are recorded
- Actor action time and note metadata are shown
- Feed can be filtered by run or dispute

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-h,lane-b,act-086,sprint-3,action-buy,action-cancel-recover,channel-internal",2
ACT-087 Manual notes and internal comments,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-087
Epic: Operator console
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 3
Area: Operator console
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-082, ACT-084

Why
Operators need a bounded note surface so support context is not lost in chat or memory.

Scope
- Add notes to runs and disputes
- Keep notes internal-only
- Display notes in run and dispute detail

Out of Scope
- Customer-visible chat
- Cross-case templated macros

Acceptance Criteria
- Operators can add notes to runs and disputes
- Notes remain internal-only
- Notes display in run and dispute detail

Tests
- unit: queue and action state handling
- integration: operator action APIs
- smoke: rescue and dispute triage

Metrics
- operator override rate
- incident count
- dispute rate
- queue delay

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",Highest,Backlog,,"launch-1,action-wallet,epic-h,lane-b,act-087,sprint-3,action-buy,action-cancel-recover,channel-internal",2
ACT-090 MCP server skeleton,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-090
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-020, ACT-032

Why
Claude MCP is one of the only launch channels, so the server skeleton must exist before partner install work begins.

Scope
- Expose a public MCP server surface
- Wire auth and API client plumbing
- Keep tool registration bounded to launch actions

Out of Scope
- Marketplace listing features
- Tooling for non-launch actions

Acceptance Criteria
- Public MCP server surface exists
- Auth and API plumbing are wired
- Tools remain bounded to launch actions

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-090,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",3
ACT-091 MCP tools,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-091
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-090, ACT-020, ACT-030

Why
External hosts need one tool grammar that mirrors the API lifecycle without inventing their own approval model.

Scope
- Expose create_action_intent request_approval get_approval_status get_execution_grant submit_evidence finalize_action get_receipt and open_dispute tools
- Map tools to the public API
- Return stable errors and URLs

Out of Scope
- Tools for booking or non-launch actions
- Chat shell features

Acceptance Criteria
- All listed MCP tools exist
- Tools map to the public API
- Stable errors and URLs are returned

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-091,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",5
ACT-092 Hosted approval deep-link flow,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-092
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-022, ACT-012, ACT-071

Why
Hosts need a durable approvalUrl handoff into Nooterra-hosted approvals.

Scope
- Return approvalUrl on request
- Support deep links back into the hosted approval route
- Keep link behavior aligned with one-time approval security

Out of Scope
- Inline approval UI inside external hosts
- Reusable approval links

Acceptance Criteria
- approvalUrl is returned
- Deep links land in the hosted approval route
- Link behavior matches one-time approval security

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-092,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",2
ACT-093 Continuation polling/webhook model,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-093
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-024, ACT-025, ACT-027

Why
Hosts need a clean way to learn when approvals decide or finalization completes.

Scope
- Support host polling for approval and finalize state
- Support webhook subscription for continuations
- Document retry and failure behavior

Out of Scope
- General event streaming platform
- Multi-protocol webhook signing schemes

Acceptance Criteria
- Hosts can poll for approval and finalize state
- Hosts can subscribe to webhooks
- Retry and failure behavior is documented

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-093,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",3
